frequency,1k,10k,100k,1M,10M,100M,1G,10G,electric field,defect,x,Mg,tunability,loss
100000,0,0,1,0,0,0,0,0,12,0.4,0.9,0.6,0.0851746795,0.0008450714
100000,0,0,1,0,0,0,0,0,13,0.4,0.9,0.6,0.097049292,0.0008341017
100000,0,0,1,0,0,0,0,0,14,0.4,0.9,0.6,0.1091420614,0.0008229304
100000,0,0,1,0,0,0,0,0,15,0.4,0.9,0.6,0.1213695705,0.0008116346
100000,0,0,1,0,0,0,0,0,16,0.4,0.9,0.6,0.133658914,0.0008002817
100000,0,0,1,0,0,0,0,0,17,0.4,0.9,0.6,0.1459472699,0.0007889297
100000,0,0,1,0,0,0,0,0,18,0.4,0.9,0.6,0.1581812413,0.0007776279
100000,0,0,1,0,0,0,0,0,19,0.4,0.9,0.6,0.1703160618,0.0007664177
100000,0,0,1,0,0,0,0,0,20,0.4,0.9,0.6,0.1823147335,0.0007553333
100000,0,0,1,0,0,0,0,0,21,0.4,0.9,0.6,0.1941471519,0.0007444025
100000,0,0,1,0,0,0,0,0,22,0.4,0.9,0.6,0.2057892554,0.0007336475
100000,0,0,1,0,0,0,0,0,23,0.4,0.9,0.6,0.2172222235,0.0007230857
100000,0,0,1,0,0,0,0,0,24,0.4,0.9,0.6,0.2284317383,0.0007127303
100000,0,0,1,0,0,0,0,0,25,0.4,0.9,0.6,0.2394073172,0.000702591
100000,0,0,1,0,0,0,0,0,26,0.4,0.9,0.6,0.2501417176,0.0006926746
100000,0,0,1,0,0,0,0,0,27,0.4,0.9,0.6,0.2606304134,0.0006829851
100000,0,0,1,0,0,0,0,0,28,0.4,0.9,0.6,0.2708711374,0.0006735247
100000,0,0,1,0,0,0,0,0,29,0.4,0.9,0.6,0.2808634864,0.0006642937
100000,0,0,1,0,0,0,0,0,30,0.4,0.9,0.6,0.2906085812,0.0006552912
100000,0,0,1,0,0,0,0,0,0,0.6,0.3,0.6,0,0.0002317615
100000,0,0,1,0,0,0,0,0,1,0.6,0.3,0.6,8.19628069048672E-06,0.0002317596
100000,0,0,1,0,0,0,0,0,2,0.6,0.3,0.6,3.94111231255545E-05,0.0002317524
100000,0,0,1,0,0,0,0,0,3,0.6,0.3,0.6,9.3599401630784E-05,0.0002317398
100000,0,0,1,0,0,0,0,0,4,0.6,0.3,0.6,0.0001707121,0.000231722
100000,0,0,1,0,0,0,0,0,5,0.6,0.3,0.6,0.0002706962,0.0002316988
100000,0,0,1,0,0,0,0,0,6,0.6,0.3,0.6,0.0003934948,0.0002316703
100000,0,0,1,0,0,0,0,0,7,0.6,0.3,0.6,0.000539047,0.0002316366
100000,0,0,1,0,0,0,0,0,8,0.6,0.3,0.6,0.0007072879,0.0002315976
100000,0,0,1,0,0,0,0,0,9,0.6,0.3,0.6,0.0008981486,0.0002315533
100000,0,0,1,0,0,0,0,0,10,0.6,0.3,0.6,0.0011115563,0.0002315038
100000,0,0,1,0,0,0,0,0,11,0.6,0.3,0.6,0.0013474342,0.0002314491
100000,0,0,1,0,0,0,0,0,12,0.6,0.3,0.6,0.0016057015,0.0002313892
100000,0,0,1,0,0,0,0,0,13,0.6,0.3,0.6,0.0018862733,0.0002313241
100000,0,0,1,0,0,0,0,0,14,0.6,0.3,0.6,0.0021890609,0.0002312539
100000,0,0,1,0,0,0,0,0,15,0.6,0.3,0.6,0.0025139716,0.0002311786
100000,0,0,1,0,0,0,0,0,16,0.6,0.3,0.6,0.002860909,0.0002310981
100000,0,0,1,0,0,0,0,0,17,0.6,0.3,0.6,0.0032297724,0.0002310126
100000,0,0,1,0,0,0,0,0,18,0.6,0.3,0.6,0.0036204577,0.000230922
100000,0,0,1,0,0,0,0,0,19,0.6,0.3,0.6,0.0040328566,0.0002308263
100000,0,0,1,0,0,0,0,0,20,0.6,0.3,0.6,0.0044668572,0.0002307257
100000,0,0,1,0,0,0,0,0,21,0.6,0.3,0.6,0.0049223438,0.00023062
100000,0,0,1,0,0,0,0,0,22,0.6,0.3,0.6,0.0053991971,0.0002305095
100000,0,0,1,0,0,0,0,0,23,0.6,0.3,0.6,0.005897294,0.000230394
100000,0,0,1,0,0,0,0,0,24,0.6,0.3,0.6,0.0064165079,0.0002302735
100000,0,0,1,0,0,0,0,0,25,0.6,0.3,0.6,0.0069567084,0.0002301483
100000,0,0,1,0,0,0,0,0,26,0.6,0.3,0.6,0.0075177619,0.0002300182
100000,0,0,1,0,0,0,0,0,27,0.6,0.3,0.6,0.0080995311,0.0002298832
100000,0,0,1,0,0,0,0,0,28,0.6,0.3,0.6,0.0087018756,0.0002297436
100000,0,0,1,0,0,0,0,0,29,0.6,0.3,0.6,0.0093246512,0.0002295991
100000,0,0,1,0,0,0,0,0,30,0.6,0.3,0.6,0.0099677109,0.00022945
100000,0,0,1,0,0,0,0,0,0,0.6,0.4,0.6,0,0.0003850747
100000,0,0,1,0,0,0,0,0,1,0.6,0.4,0.6,2.87991794893916E-05,0.0003850636
100000,0,0,1,0,0,0,0,0,2,0.6,0.4,0.6,0.0001281768,0.0003850253
100000,0,0,1,0,0,0,0,0,3,0.6,0.4,0.6,0.0002979877,0.0003849599
100000,0,0,1,0,0,0,0,0,4,0.6,0.4,0.6,0.0005380392,0.0003848675
100000,0,0,1,0,0,0,0,0,5,0.6,0.4,0.6,0.0008480916,0.000384748
100000,0,0,1,0,0,0,0,0,6,0.6,0.4,0.6,0.0012278581,0.0003846018
100000,0,0,1,0,0,0,0,0,7,0.6,0.4,0.6,0.001677006,0.0003844288
100000,0,0,1,0,0,0,0,0,8,0.6,0.4,0.6,0.0021951564,0.0003842292
100000,0,0,1,0,0,0,0,0,9,0.6,0.4,0.6,0.0027818857,0.0003840032
100000,0,0,1,0,0,0,0,0,10,0.6,0.4,0.6,0.0034367258,0.0003837509
100000,0,0,1,0,0,0,0,0,11,0.6,0.4,0.6,0.0041591651,0.0003834727
100000,0,0,1,0,0,0,0,0,12,0.6,0.4,0.6,0.0049486495,0.0003831686
100000,0,0,1,0,0,0,0,0,13,0.6,0.4,0.6,0.0058045832,0.0003828389
100000,0,0,1,0,0,0,0,0,14,0.6,0.4,0.6,0.00672633,0.0003824838
100000,0,0,1,0,0,0,0,0,15,0.6,0.4,0.6,0.0077132142,0.0003821037
100000,0,0,1,0,0,0,0,0,16,0.6,0.4,0.6,0.0087645218,0.0003816987
100000,0,0,1,0,0,0,0,0,17,0.6,0.4,0.6,0.0098795019,0.0003812692
100000,0,0,1,0,0,0,0,0,18,0.6,0.4,0.6,0.0110573679,0.0003808155
100000,0,0,1,0,0,0,0,0,19,0.6,0.4,0.6,0.0122972989,0.0003803379
100000,0,0,1,0,0,0,0,0,20,0.6,0.4,0.6,0.0135984411,0.0003798367
100000,0,0,1,0,0,0,0,0,21,0.6,0.4,0.6,0.014959909,0.0003793123
100000,0,0,1,0,0,0,0,0,22,0.6,0.4,0.6,0.0163807874,0.000378765
100000,0,0,1,0,0,0,0,0,23,0.6,0.4,0.6,0.0178601323,0.0003781952
100000,0,0,1,0,0,0,0,0,24,0.6,0.4,0.6,0.0193969731,0.0003776032
100000,0,0,1,0,0,0,0,0,25,0.6,0.4,0.6,0.0209903134,0.0003769894
100000,0,0,1,0,0,0,0,0,26,0.6,0.4,0.6,0.0226391333,0.0003763543
100000,0,0,1,0,0,0,0,0,27,0.6,0.4,0.6,0.0243423904,0.0003756983
100000,0,0,1,0,0,0,0,0,28,0.6,0.4,0.6,0.0260990218,0.0003750216
100000,0,0,1,0,0,0,0,0,29,0.6,0.4,0.6,0.0279079456,0.0003743249
100000,0,0,1,0,0,0,0,0,30,0.6,0.4,0.6,0.0297680623,0.0003736084
100000,0,0,1,0,0,0,0,0,0,0.6,0.5,0.6,0,0.0005851686
100000,0,0,1,0,0,0,0,0,1,0.6,0.5,0.6,8.30970807007558E-05,0.00058512
100000,0,0,1,0,0,0,0,0,2,0.6,0.5,0.6,0.0003575266,0.0005849594
100000,0,0,1,0,0,0,0,0,3,0.6,0.5,0.6,0.0008226051,0.0005846872
100000,0,0,1,0,0,0,0,0,4,0.6,0.5,0.6,0.0014772841,0.0005843041
100000,0,0,1,0,0,0,0,0,5,0.6,0.5,0.6,0.0023201553,0.0005838108
100000,0,0,1,0,0,0,0,0,6,0.6,0.5,0.6,0.0033494581,0.0005832084
100000,0,0,1,0,0,0,0,0,7,0.6,0.5,0.6,0.0045630894,0.0005824981
100000,0,0,1,0,0,0,0,0,8,0.6,0.5,0.6,0.0059586139,0.0005816814
100000,0,0,1,0,0,0,0,0,9,0.6,0.5,0.6,0.0075332776,0.0005807598
100000,0,0,1,0,0,0,0,0,10,0.6,0.5,0.6,0.0092840213,0.0005797351
100000,0,0,1,0,0,0,0,0,11,0.6,0.5,0.6,0.0112074965,0.0005786094
100000,0,0,1,0,0,0,0,0,12,0.6,0.5,0.6,0.0133000821,0.0005773847
100000,0,0,1,0,0,0,0,0,13,0.6,0.5,0.6,0.0155579019,0.0005760633
100000,0,0,1,0,0,0,0,0,14,0.6,0.5,0.6,0.0179768437,0.0005746475
100000,0,0,1,0,0,0,0,0,15,0.6,0.5,0.6,0.0205525783,0.00057314
100000,0,0,1,0,0,0,0,0,16,0.6,0.5,0.6,0.0232805795,0.0005715434
100000,0,0,1,0,0,0,0,0,17,0.6,0.5,0.6,0.0261561444,0.0005698605
100000,0,0,1,0,0,0,0,0,18,0.6,0.5,0.6,0.0291744136,0.000568094
100000,0,0,1,0,0,0,0,0,19,0.6,0.5,0.6,0.0323303924,0.0005662469
100000,0,0,1,0,0,0,0,0,20,0.6,0.5,0.6,0.0356189701,0.0005643222
100000,0,0,1,0,0,0,0,0,21,0.6,0.5,0.6,0.0390349414,0.000562323
100000,0,0,1,0,0,0,0,0,22,0.6,0.5,0.6,0.042573025,0.0005602523
100000,0,0,1,0,0,0,0,0,23,0.6,0.5,0.6,0.0462278838,0.0005581132
100000,0,0,1,0,0,0,0,0,24,0.6,0.5,0.6,0.049994143,0.000555909
100000,0,0,1,0,0,0,0,0,25,0.6,0.5,0.6,0.0538664083,0.0005536427
100000,0,0,1,0,0,0,0,0,26,0.6,0.5,0.6,0.0578392829,0.0005513175
100000,0,0,1,0,0,0,0,0,27,0.6,0.5,0.6,0.0619073841,0.0005489366
100000,0,0,1,0,0,0,0,0,28,0.6,0.5,0.6,0.0660653582,0.0005465031
100000,0,0,1,0,0,0,0,0,29,0.6,0.5,0.6,0.0703078954,0.0005440201
100000,0,0,1,0,0,0,0,0,30,0.6,0.5,0.6,0.074629743,0.0005414907
100000,0,0,1,0,0,0,0,0,0,0.6,0.6,0.6,0,0.0008244969
100000,0,0,1,0,0,0,0,0,1,0.6,0.6,0.6,0.0002129608,0.0008243214
100000,0,0,1,0,0,0,0,0,2,0.6,0.6,0.6,0.0009013829,0.0008237538
100000,0,0,1,0,0,0,0,0,3,0.6,0.6,0.6,0.0020615401,0.0008227972
100000,0,0,1,0,0,0,0,0,4,0.6,0.6,0.6,0.0036874106,0.0008214566
100000,0,0,1,0,0,0,0,0,5,0.6,0.6,0.6,0.0057707604,0.0008197388
100000,0,0,1,0,0,0,0,0,6,0.6,0.6,0.6,0.008301255,0.0008176522
100000,0,0,1,0,0,0,0,0,7,0.6,0.6,0.6,0.0112665982,0.0008152071
100000,0,0,1,0,0,0,0,0,8,0.6,0.6,0.6,0.0146526931,0.000812415
100000,0,0,1,0,0,0,0,0,9,0.6,0.6,0.6,0.0184438208,0.000809289
100000,0,0,1,0,0,0,0,0,10,0.6,0.6,0.6,0.0226228342,0.0008058431
100000,0,0,1,0,0,0,0,0,11,0.6,0.6,0.6,0.0271713612,0.0008020925
100000,0,0,1,0,0,0,0,0,12,0.6,0.6,0.6,0.0320700127,0.0007980532
100000,0,0,1,0,0,0,0,0,13,0.6,0.6,0.6,0.0372985922,0.0007937418
100000,0,0,1,0,0,0,0,0,14,0.6,0.6,0.6,0.0428363022,0.0007891756
100000,0,0,1,0,0,0,0,0,15,0.6,0.6,0.6,0.048661944,0.0007843719
100000,0,0,1,0,0,0,0,0,16,0.6,0.6,0.6,0.0547541088,0.0007793485
100000,0,0,1,0,0,0,0,0,17,0.6,0.6,0.6,0.0610913558,0.0007741229
100000,0,0,1,0,0,0,0,0,18,0.6,0.6,0.6,0.067652377,0.0007687129
100000,0,0,1,0,0,0,0,0,19,0.6,0.6,0.6,0.0744161464,0.0007631356
100000,0,0,1,0,0,0,0,0,20,0.6,0.6,0.6,0.081362053,0.0007574082
100000,0,0,1,0,0,0,0,0,21,0.6,0.6,0.6,0.0884700165,0.0007515472
100000,0,0,1,0,0,0,0,0,22,0.6,0.6,0.6,0.0957205869,0.0007455685
100000,0,0,1,0,0,0,0,0,23,0.6,0.6,0.6,0.1030950273,0.0007394878
100000,0,0,1,0,0,0,0,0,24,0.6,0.6,0.6,0.1105753803,0.0007333197
100000,0,0,1,0,0,0,0,0,25,0.6,0.6,0.6,0.1181445202,0.0007270784
100000,0,0,1,0,0,0,0,0,26,0.6,0.6,0.6,0.1257861914,0.0007207772
100000,0,0,1,0,0,0,0,0,27,0.6,0.6,0.6,0.1334850326,0.000714429
100000,0,0,1,0,0,0,0,0,28,0.6,0.6,0.6,0.1412265916,0.0007080455
100000,0,0,1,0,0,0,0,0,29,0.6,0.6,0.6,0.1489973283,0.000701638
100000,0,0,1,0,0,0,0,0,30,0.6,0.6,0.6,0.1567846093,0.0006952168
100000,0,0,1,0,0,0,0,0,0,0.6,0.7,0.6,0,0.0010209737
100000,0,0,1,0,0,0,0,0,1,0.6,0.7,0.6,0.000428574,0.0010205363
100000,0,0,1,0,0,0,0,0,2,0.6,0.7,0.6,0.0018056137,0.0010191304
100000,0,0,1,0,0,0,0,0,3,0.6,0.7,0.6,0.0041163486,0.0010167712
100000,0,0,1,0,0,0,0,0,4,0.6,0.7,0.6,0.0073367399,0.0010134831
100000,0,0,1,0,0,0,0,0,5,0.6,0.7,0.6,0.0114341678,0.0010092996
100000,0,0,1,0,0,0,0,0,6,0.6,0.7,0.6,0.0163683355,0.0010042617
100000,0,0,1,0,0,0,0,0,7,0.6,0.7,0.6,0.0220923438,0.0009984173
100000,0,0,1,0,0,0,0,0,8,0.6,0.7,0.6,0.0285538811,0.0009918199
100000,0,0,1,0,0,0,0,0,9,0.6,0.7,0.6,0.0356964717,0.0009845271
100000,0,0,1,0,0,0,0,0,10,0.6,0.7,0.6,0.0434607312,0.0009765996
100000,0,0,1,0,0,0,0,0,11,0.6,0.7,0.6,0.0517855785,0.0009680996
100000,0,0,1,0,0,0,0,0,12,0.6,0.7,0.6,0.0606093669,0.0009590902
100000,0,0,1,0,0,0,0,0,13,0.6,0.7,0.6,0.0698709024,0.0009496339
100000,0,0,1,0,0,0,0,0,14,0.6,0.7,0.6,0.0795103304,0.0009397916
100000,0,0,1,0,0,0,0,0,15,0.6,0.7,0.6,0.0894698775,0.0009296226
100000,0,0,1,0,0,0,0,0,16,0.6,0.7,0.6,0.0996944485,0.0009191829
100000,0,0,1,0,0,0,0,0,17,0.6,0.7,0.6,0.110132081,0.0009085257
100000,0,0,1,0,0,0,0,0,18,0.6,0.7,0.6,0.1207342666,0.0008977005
100000,0,0,1,0,0,0,0,0,19,0.6,0.7,0.6,0.1314561539,0.000886753
100000,0,0,1,0,0,0,0,0,20,0.6,0.7,0.6,0.1422566464,0.0008757253
100000,0,0,1,0,0,0,0,0,21,0.6,0.7,0.6,0.1530984122,0.0008646555
100000,0,0,1,0,0,0,0,0,22,0.6,0.7,0.6,0.1639478222,0.0008535778
100000,0,0,1,0,0,0,0,0,23,0.6,0.7,0.6,0.1747748308,0.000842523
100000,0,0,1,0,0,0,0,0,24,0.6,0.7,0.6,0.1855528139,0.0008315183
100000,0,0,1,0,0,0,0,0,25,0.6,0.7,0.6,0.1962583762,0.0008205875
100000,0,0,1,0,0,0,0,0,26,0.6,0.7,0.6,0.2068711388,0.0008097515
100000,0,0,1,0,0,0,0,0,27,0.6,0.7,0.6,0.2173735143,0.0007990282
100000,0,0,1,0,0,0,0,0,28,0.6,0.7,0.6,0.2277504797,0.0007884329
100000,0,0,1,0,0,0,0,0,29,0.6,0.7,0.6,0.2379893488,0.0007779786
100000,0,0,1,0,0,0,0,0,30,0.6,0.7,0.6,0.2480795526,0.0007676761
100000,0,0,1,0,0,0,0,0,0,0.6,0.8,0.6,0,0.0010423127
100000,0,0,1,0,0,0,0,0,1,0.6,0.8,0.6,0.000553819,0.0010417356
100000,0,0,1,0,0,0,0,0,2,0.6,0.8,0.6,0.0023526759,0.0010398608
100000,0,0,1,0,0,0,0,0,3,0.6,0.8,0.6,0.0053699202,0.0010367159
100000,0,0,1,0,0,0,0,0,4,0.6,0.8,0.6,0.0095622918,0.0010323461
100000,0,0,1,0,0,0,0,0,5,0.6,0.8,0.6,0.0148716445,0.0010268119
100000,0,0,1,0,0,0,0,0,6,0.6,0.8,0.6,0.0212271652,0.0010201873
100000,0,0,1,0,0,0,0,0,7,0.6,0.8,0.6,0.0285479296,0.0010125564
100000,0,0,1,0,0,0,0,0,8,0.6,0.8,0.6,0.0367456199,0.0010040115
100000,0,0,1,0,0,0,0,0,9,0.6,0.8,0.6,0.0457272419,0.0009946495
100000,0,0,1,0,0,0,0,0,10,0.6,0.8,0.6,0.0553976992,0.0009845694
100000,0,0,1,0,0,0,0,0,11,0.6,0.8,0.6,0.0656621138,0.0009738701
100000,0,0,1,0,0,0,0,0,12,0.6,0.8,0.6,0.0764278182,0.0009626484
100000,0,0,1,0,0,0,0,0,13,0.6,0.8,0.6,0.0876059811,0.0009509967
100000,0,0,1,0,0,0,0,0,14,0.6,0.8,0.6,0.0991128547,0.0009390023
100000,0,0,1,0,0,0,0,0,15,0.6,0.8,0.6,0.1108706631,0.0009267464
100000,0,0,1,0,0,0,0,0,16,0.6,0.8,0.6,0.1228081622,0.0009143031
100000,0,0,1,0,0,0,0,0,17,0.6,0.8,0.6,0.1348609165,0.0009017397
100000,0,0,1,0,0,0,0,0,18,0.6,0.8,0.6,0.1469713419,0.0008891162
100000,0,0,1,0,0,0,0,0,19,0.6,0.8,0.6,0.1590885631,0.0008764856
100000,0,0,1,0,0,0,0,0,20,0.6,0.8,0.6,0.1711681311,0.0008638943
100000,0,0,1,0,0,0,0,0,21,0.6,0.8,0.6,0.1831716436,0.0008513822
100000,0,0,1,0,0,0,0,0,22,0.6,0.8,0.6,0.1950663019,0.0008389836
100000,0,0,1,0,0,0,0,0,23,0.6,0.8,0.6,0.206824433,0.0008267273
100000,0,0,1,0,0,0,0,0,24,0.6,0.8,0.6,0.2184230004,0.0008146373
100000,0,0,1,0,0,0,0,0,25,0.6,0.8,0.6,0.2298431196,0.0008027333
100000,0,0,1,0,0,0,0,0,26,0.6,0.8,0.6,0.2410695918,0.0007910312
100000,0,0,1,0,0,0,0,0,27,0.6,0.8,0.6,0.2520904629,0.0007795434
100000,0,0,1,0,0,0,0,0,28,0.6,0.8,0.6,0.2628966143,0.0007682794
100000,0,0,1,0,0,0,0,0,29,0.6,0.8,0.6,0.2734813877,0.0007572462
100000,0,0,1,0,0,0,0,0,30,0.6,0.8,0.6,0.2838402447,0.0007464485
100000,0,0,1,0,0,0,0,0,0,0.6,0.9,0.6,0,0.0009323792
100000,0,0,1,0,0,0,0,0,1,0.6,0.9,0.6,0.0005008821,0.0009319124
100000,0,0,1,0,0,0,0,0,2,0.6,0.9,0.6,0.0021688967,0.0009303574
100000,0,0,1,0,0,0,0,0,3,0.6,0.9,0.6,0.0049788267,0.0009277376
100000,0,0,1,0,0,0,0,0,4,0.6,0.9,0.6,0.0088896762,0.0009240912
100000,0,0,1,0,0,0,0,0,5,0.6,0.9,0.6,0.0138463588,0.0009194696
100000,0,0,1,0,0,0,0,0,6,0.6,0.9,0.6,0.0197818671,0.0009139354
100000,0,0,1,0,0,0,0,0,7,0.6,0.9,0.6,0.0266197599,0.0009075597
100000,0,0,1,0,0,0,0,0,8,0.6,0.9,0.6,0.0342767933,0.0009004202
100000,0,0,1,0,0,0,0,0,9,0.6,0.9,0.6,0.0426655326,0.0008925984
100000,0,0,1,0,0,0,0,0,10,0.6,0.9,0.6,0.0516968078,0.0008841775
100000,0,0,1,0,0,0,0,0,11,0.6,0.9,0.6,0.0612819055,0.0008752401
100000,0,0,1,0,0,0,0,0,12,0.6,0.9,0.6,0.0713344307,0.000865867
100000,0,0,1,0,0,0,0,0,13,0.6,0.9,0.6,0.0817718049,0.0008561349
100000,0,0,1,0,0,0,0,0,14,0.6,0.9,0.6,0.0925163961,0.0008461164
100000,0,0,1,0,0,0,0,0,15,0.6,0.9,0.6,0.1034963039,0.0008358785
100000,0,0,1,0,0,0,0,0,16,0.6,0.9,0.6,0.1146458341,0.0008254824
100000,0,0,1,0,0,0,0,0,17,0.6,0.9,0.6,0.1259057094,0.0008149834
100000,0,0,1,0,0,0,0,0,18,0.6,0.9,0.6,0.1372230653,0.0008044308
100000,0,0,1,0,0,0,0,0,19,0.6,0.9,0.6,0.1485512784,0.0007938681
100000,0,0,1,0,0,0,0,0,20,0.6,0.9,0.6,0.1598496728,0.0007833332
100000,0,0,1,0,0,0,0,0,21,0.6,0.9,0.6,0.171083142,0.0007728588
100000,0,0,1,0,0,0,0,0,22,0.6,0.9,0.6,0.182221719,0.0007624729
100000,0,0,1,0,0,0,0,0,23,0.6,0.9,0.6,0.1932401207,0.000752199
100000,0,0,1,0,0,0,0,0,24,0.6,0.9,0.6,0.2041172871,0.0007420569
100000,0,0,1,0,0,0,0,0,25,0.6,0.9,0.6,0.2148359293,0.0007320625
100000,0,0,1,0,0,0,0,0,26,0.6,0.9,0.6,0.2253820977,0.000722229
100000,0,0,1,0,0,0,0,0,27,0.6,0.9,0.6,0.2357447769,0.0007125666
100000,0,0,1,0,0,0,0,0,28,0.6,0.9,0.6,0.2459155115,0.0007030831
100000,0,0,1,0,0,0,0,0,29,0.6,0.9,0.6,0.2558880648,0.0006937844
100000,0,0,1,0,0,0,0,0,30,0.6,0.9,0.6,0.2656581102,0.0006846746
100000,0,0,1,0,0,0,0,0,0,0.8,0.3,0.6,0,0.0001490438
100000,0,0,1,0,0,0,0,0,1,0.8,0.3,0.6,1.84547768067311E-06,0.0001490436
100000,0,0,1,0,0,0,0,0,2,0.8,0.3,0.6,9.75109802736629E-06,0.0001490424
100000,0,0,1,0,0,0,0,0,3,0.8,0.3,0.6,2.37062958277079E-05,0.0001490403
100000,0,0,1,0,0,0,0,0,4,0.8,0.3,0.6,4.37004864111135E-05,0.0001490373
100000,0,0,1,0,0,0,0,0,5,0.8,0.3,0.6,6.97230531074844E-05,0.0001490334
100000,0,0,1,0,0,0,0,0,6,0.8,0.3,0.6,0.0001017633,0.0001490287
100000,0,0,1,0,0,0,0,0,7,0.8,0.3,0.6,0.0001398106,0.000149023
100000,0,0,1,0,0,0,0,0,8,0.8,0.3,0.6,0.0001838541,0.0001490164
100000,0,0,1,0,0,0,0,0,9,0.8,0.3,0.6,0.000233883,0.000149009
100000,0,0,1,0,0,0,0,0,10,0.8,0.3,0.6,0.0002898863,0.0001490006
100000,0,0,1,0,0,0,0,0,11,0.8,0.3,0.6,0.0003518529,0.0001489914
100000,0,0,1,0,0,0,0,0,12,0.8,0.3,0.6,0.0004197718,0.0001489812
100000,0,0,1,0,0,0,0,0,13,0.8,0.3,0.6,0.0004936318,0.0001489702
100000,0,0,1,0,0,0,0,0,14,0.8,0.3,0.6,0.0005734213,0.0001489583
100000,0,0,1,0,0,0,0,0,15,0.8,0.3,0.6,0.000659129,0.0001489455
100000,0,0,1,0,0,0,0,0,16,0.8,0.3,0.6,0.0007507432,0.0001489319
100000,0,0,1,0,0,0,0,0,17,0.8,0.3,0.6,0.0008482521,0.0001489173
100000,0,0,1,0,0,0,0,0,18,0.8,0.3,0.6,0.0009516439,0.0001489019
100000,0,0,1,0,0,0,0,0,19,0.8,0.3,0.6,0.0010609065,0.0001488856
100000,0,0,1,0,0,0,0,0,20,0.8,0.3,0.6,0.0011760276,0.0001488684
100000,0,0,1,0,0,0,0,0,21,0.8,0.3,0.6,0.001296995,0.0001488504
100000,0,0,1,0,0,0,0,0,22,0.8,0.3,0.6,0.0014237961,0.0001488314
100000,0,0,1,0,0,0,0,0,23,0.8,0.3,0.6,0.0015564182,0.0001488117
100000,0,0,1,0,0,0,0,0,24,0.8,0.3,0.6,0.0016948483,0.000148791
100000,0,0,1,0,0,0,0,0,25,0.8,0.3,0.6,0.0018390736,0.0001487695
100000,0,0,1,0,0,0,0,0,26,0.8,0.3,0.6,0.0019890806,0.0001487471
100000,0,0,1,0,0,0,0,0,27,0.8,0.3,0.6,0.0021448561,0.0001487239
100000,0,0,1,0,0,0,0,0,28,0.8,0.3,0.6,0.0023063864,0.0001486998
100000,0,0,1,0,0,0,0,0,29,0.8,0.3,0.6,0.0024736578,0.0001486748
100000,0,0,1,0,0,0,0,0,30,0.8,0.3,0.6,0.0026466562,0.000148649
100000,0,0,1,0,0,0,0,0,0,0.8,0.4,0.6,0,0.0002696918
100000,0,0,1,0,0,0,0,0,1,0.8,0.4,0.6,0.000008976,0.0002696894
100000,0,0,1,0,0,0,0,0,2,0.8,0.4,0.6,0.000041857,0.0002696805
100000,0,0,1,0,0,0,0,0,3,0.8,0.4,0.6,9.86099128928997E-05,0.0002696652
100000,0,0,1,0,0,0,0,0,4,0.8,0.4,0.6,0.0001791966,0.0002696434
100000,0,0,1,0,0,0,0,0,5,0.8,0.4,0.6,0.000283574,0.0002696153
100000,0,0,1,0,0,0,0,0,6,0.8,0.4,0.6,0.000411694,0.0002695807
100000,0,0,1,0,0,0,0,0,7,0.8,0.4,0.6,0.0005635035,0.0002695398
100000,0,0,1,0,0,0,0,0,8,0.8,0.4,0.6,0.0007389446,0.0002694924
100000,0,0,1,0,0,0,0,0,9,0.8,0.4,0.6,0.0009379542,0.0002694387
100000,0,0,1,0,0,0,0,0,10,0.8,0.4,0.6,0.0011604644,0.0002693787
100000,0,0,1,0,0,0,0,0,11,0.8,0.4,0.6,0.0014064025,0.0002693124
100000,0,0,1,0,0,0,0,0,12,0.8,0.4,0.6,0.0016756908,0.0002692397
100000,0,0,1,0,0,0,0,0,13,0.8,0.4,0.6,0.0019682468,0.0002691608
100000,0,0,1,0,0,0,0,0,14,0.8,0.4,0.6,0.002283983,0.0002690756
100000,0,0,1,0,0,0,0,0,15,0.8,0.4,0.6,0.0026228076,0.0002689842
100000,0,0,1,0,0,0,0,0,16,0.8,0.4,0.6,0.0029846235,0.0002688865
100000,0,0,1,0,0,0,0,0,17,0.8,0.4,0.6,0.0033693294,0.0002687828
100000,0,0,1,0,0,0,0,0,18,0.8,0.4,0.6,0.0037768191,0.0002686728
100000,0,0,1,0,0,0,0,0,19,0.8,0.4,0.6,0.0042069819,0.0002685567
100000,0,0,1,0,0,0,0,0,20,0.8,0.4,0.6,0.0046597027,0.0002684346
100000,0,0,1,0,0,0,0,0,21,0.8,0.4,0.6,0.0051348617,0.0002683064
100000,0,0,1,0,0,0,0,0,22,0.8,0.4,0.6,0.0056323347,0.0002681722
100000,0,0,1,0,0,0,0,0,23,0.8,0.4,0.6,0.0061519936,0.000268032
100000,0,0,1,0,0,0,0,0,24,0.8,0.4,0.6,0.0066937054,0.0002678858
100000,0,0,1,0,0,0,0,0,25,0.8,0.4,0.6,0.0072573334,0.0002677337
100000,0,0,1,0,0,0,0,0,26,0.8,0.4,0.6,0.0078427365,0.0002675758
100000,0,0,1,0,0,0,0,0,27,0.8,0.4,0.6,0.0084497696,0.000267412
100000,0,0,1,0,0,0,0,0,28,0.8,0.4,0.6,0.0090782838,0.0002672424
100000,0,0,1,0,0,0,0,0,29,0.8,0.4,0.6,0.0097281259,0.0002670671
100000,0,0,1,0,0,0,0,0,30,0.8,0.4,0.6,0.0103991394,0.0002668861
